IDX,Memo,BagNo,MonNo01,MonNo02,MonNo03,MonNo04,MonNo05,MonNo06,MonNo07,MonNo08,MonNo09,MonNo10
4883,과자공장히든1 사탕가게 보초                                                                                     ,590152014,6116219,6116220,0,0,0,0,0,0,0,0
4884,과자공장히든1 아이스크림 보초                                                                                    ,590152015,6116319,6116320,0,0,0,0,0,0,0,0
4885,과자공장히든1 치즈 샌드위치                                                                                     ,590152016,6117119,6117120,0,0,0,0,0,0,0,0
4886,과자공장히든1 아몬드 샌드위치                                                                                    ,590152017,6117219,6117220,0,0,0,0,0,0,0,0
4887,과자공장히든1 토마토 샌드위치                                                                                    ,590152018,6117319,6117320,0,0,0,0,0,0,0,0
4888,과자공장히든1 마스터머신                                                                                       ,590152019,6118223,0,0,0,0,0,0,0,0,0
4889,과자공장히든2 잘익은 쿠키                                                                                      ,690152001,6112121,6112122,0,0,0,0,0,0,0,0
4890,과자공장히든2 덜익은 쿠키                                                                                      ,690152002,6112221,6112222,0,0,0,0,0,0,0,0
4891,과자공장히든2 초코 쿠키                                                                                       ,690152003,6112321,6112322,0,0,0,0,0,0,0,0
4892,과자공장히든2 초코송이                                                                                        ,690152004,6113121,6113122,0,0,0,0,0,0,0,0
4893,과자공장히든2 화이트 초코송이                                                                                    ,690152005,6113221,6113222,0,0,0,0,0,0,0,0
4894,과자공장히든2 딸기 초코송이                                                                                     ,690152006,6113321,6113322,0,0,0,0,0,0,0,0
4895,과자공장히든2 딸기 푸딩                                                                                       ,690152007,6114121,6114122,0,0,0,0,0,0,0,0
4896,과자공장히든2 블루베리  푸딩                                                                                    ,690152008,6114221,6114222,0,0,0,0,0,0,0,0
4897,과자공장히든2 키위 푸딩                                                                                       ,690152009,6114321,6114322,0,0,0,0,0,0,0,0
4898,과자공장히든2 쿠키 초콜렛                                                                                      ,690152010,6115121,6115122,0,0,0,0,0,0,0,0
4899,과자공장히든2 파티용 초콜렛                                                                                     ,690152011,6115221,6115222,0,0,0,0,0,0,0,0
4900,과자공장히든2 아몬드 초콜렛                                                                                     ,690152012,6115321,6115322,0,0,0,0,0,0,0,0
4901,과자공장히든2 제과점 보초                                                                                      ,690152013,6116121,6116122,0,0,0,0,0,0,0,0
